,user_id,server,date,comment,title
10,led., 안톤,2022.02.16 (23:15),"교복화,스킬트리의 고정화 이게 싫으면 완벽한 벨런스를 맞춰야는데 그게 가능하겠어 명진이형? 그게 가능한사람이면 던파 밸런스나 맞추고있겠냐고 ㅋㅋ",던전앤파이터 개발 방향성에 대해 말씀드립니다.
11,흉도로스, 바칼,2022.02.16 (23:26),차라리 다 취소하고 100제 메타 그대로갑시다,던전앤파이터 개발 방향성에 대해 말씀드립니다.
12,밧또루메이지, 힐더,2022.02.23 (00:39),요즘에 빠른 클리어에 맛들린 사람 많죠.,던전앤파이터 개발 방향성에 대해 말씀드립니다.
13,세이밥., 카인,2022.02.17 (20:24),난 그저 팝콘을먹지,던전앤파이터 개발 방향성에 대해 말씀드립니다.
14,킬레릭™, 카인,2022.02.18 (02:31),별 어이없는 말이지만 풍운투극인가 먼가 엿같은 그런 퀘스트는 왜 만드신건가요>한달간 겜하면서 신나게 키운 부케들 tp퀘인가 먼가 하러 들어갓다가 걍 다 삭제하고 접습니다,던전앤파이터 개발 방향성에 대해 말씀드립니다.
15,Eтoile, 카인,2022.02.19 (00:33),"RPG게임에서 크리티컬은 기본소양으로 보고 어떤게임이든 크리티컬 조정이 가능한경우100%에 가깝게. 올릴수있는 최대수치로 맞추는게 당연하게 되어있습니다.
의외성을 너무 강조하여 RPG게임의 틀에서 벗어나는건 좋지 않은 방식이라 생각됩니다.던파의 색다른 재미를 위해 유저들이 힘들어야하는건 개발방향성으로 좋지 않다고 생각되고최종적으로 던파는 내 캐릭터를 강하게 만드는게 목표인 RPG게임이므로 크리티컬은 말씀하신 기본 크리티컬 보정치를 개편하는것외에는 건드리지 않는게 좋을거같습니다.
던파는 내 캐릭터가 강해져서 레이드나 다른 전투 컨텐츠를 즐기는 것외에 컨텐츠가 없습니다.던전형 RPG게임인 만큼 오픈월드RPG와 비교하지 않았었지만 던파는 타 게임들처럼전투지역이 아닌 맵을 모험하거나 낚시,생산 같은 상시 생활컨텐츠등이 없어 즐길 수 있는게전투밖에 없습니다.
부디 잘 생각하여 이후 운영을 부탁드립니다.",던전앤파이터 개발 방향성에 대해 말씀드립니다.
16,이청준, 카인,2022.02.19 (21:43),,던전앤파이터 개발 방향성에 대해 말씀드립니다.
17,『검호』신, 시로코,2022.02.20 (09:26),뭘 어쨋든간에 시공간 노가다 하는데 신화 템줘서 고맙지만.. 시간마다 설정해서 선호하는 부위 아이템 받는데 왜 엉뚱하게 주는거야. 이것좀 어떻게 좀 해봐요 아무리 공짜로 준다고 해도 시간투자 피로도 소비 겁나하네..,던전앤파이터 개발 방향성에 대해 말씀드립니다.
18,행성충돌2호, 카시야스,2022.02.21 (04:38),굳이 크리개편해서 대미지에도 가챠를 넣을려는 윤명진,던전앤파이터 개발 방향성에 대해 말씀드립니다.
19,듣보잡잉여, 카시야스,2022.02.21 (09:49),"교복화는 생기기 마련입니다. 스킬의 데미지 계수, 범위, 쿨타임, 채널링 시간에서 차이가 나니까요. 설사 다른 셋팅을 했다고 칩시다. 100의 딜을 넣는 스킬트리와 90의 딜을 넣는 스킬트리가 있고, 장비 세팅도 다르다고 치죠. 유저들은 비교를 합니다. 무엇이 더 좋은 스킬 세팅인가, 장비 세팅인가 하고 말이죠. 그럼 다시 몰릴 수 밖에 없겠죠. 교복화가 그나마 덜 되게 하려면, 한정된 스킬 변경이 아닌 유저가 스킬을 다양하게, 직접 바꿀 수 있게 해야겠죠. 한정된 스킬 변경을 붙이는 게 아니라요. 그리고 현재 나온 무수한 스킬*유저가 직접 바꾼 스킬 값 계수*범위*쿨타임*채널링의 평준화가 있어야겠죠. 가능한 얘기긴 합니다만 작업량이 무척이나 많겠죠. 그리고 캐릭터 간의 밸런스를 평준화에 가깝게 바꿔야한다는 거기도 하구요.",던전앤파이터 개발 방향성에 대해 말씀드립니다.
20,Gnsldn, 프레이,2022.02.21 (15:00),흰색 염색약 플리즈!,던전앤파이터 개발 방향성에 대해 말씀드립니다.
21,망겜의요정, 카인,2022.02.21 (17:09),"대체 캐릭마다 스킬 쓰면 프레임 드랍되는건 언제 고칠껀가?소환사, 쿠노이치, 메카닉, 레인저(더블건호크) 뭐 그냥 냅둬도 된다고 생각하는건가 정말로?내가 아는것만 해도 저렇게 캐릭터가 많은데 다른 직업들도 많은걸로 알아요제발 진짜 제발좀 버그좀 수정하고 운영좀 하세요 제발",던전앤파이터 개발 방향성에 대해 말씀드립니다.
22,잔막, 디레지에,2022.02.23 (15:02),윤명진전던던앤파이터컨텐츠디렉터현던전앤파이터IP총괄디렉터겸네오플이사님퍼스트서버문닫은지158시간지났는데언제열어주시나요윤명진전던던앤파이터컨텐츠디렉터현던전앤파이터IP총괄디렉터겸네오플이사님퍼스트서버문닫은지158시간지났는데언제열어주시나요윤명진전던던앤파이터컨텐츠디렉터현던전앤파이터IP총괄디렉터겸네오플이사님퍼스트서버문닫은지158시간지났는데언제열어주시나요윤명진전던던앤파이터컨텐츠디렉터현던전앤파이터IP총괄디렉터겸네오플이사님퍼스트서버문닫은지158시간지났는데언제열어주시나요윤명진전던던앤파이터컨텐츠디렉터현던전앤파이터IP총괄디렉터겸네오플이사님퍼스트서버문닫은지158시간지났는데언제열어주시나요윤명진전던던앤파이터컨텐츠디렉터현던전앤파이터IP총괄디렉터겸네오플이사님퍼스트서버문닫은지158시간지났는데언제열어주시나요윤명진전던던앤파이터컨텐츠디렉터현던전앤파이터IP총괄디렉터겸네오플이사님퍼스트서버문닫은지158시간지났는데언제열어주시나요윤명진전던던앤파이터컨텐츠디렉터현던전앤파이터IP총괄디렉터겸네오플이사님퍼스트서버문닫은지158시간지났는데언제열어주시나요,던전앤파이터 개발 방향성에 대해 말씀드립니다.
23,가루베로스, 카인,2022.02.23 (15:17),세계 최악의 디렉터,던전앤파이터 개발 방향성에 대해 말씀드립니다.
24,만크는불문율, 카인,2022.02.24 (00:10),"배메를 키우는 유저로써 개인적인 추가 건의를 드립니다.크리티컬율이 100을 초과했을 경우, 초과분은 추가데미지에 적용을 했으면 합니다. 다만 효율은 높지 않게 했으면 합니다.",던전앤파이터 개발 방향성에 대해 말씀드립니다.
25,븝미애기밥통, 프레이,2022.02.24 (11:54),♡♥♥♡네,던전앤파이터 개발 방향성에 대해 말씀드립니다.
26,잔막, 디레지에,2022.02.24 (15:09),악!!!! 윤 명진전던전앤파이터컨텐츠디렉터현던전앤파이터IP총괄디렉터및네오플이사 님 퍼스트 서버가 문을 닫은 지 182시간이 지났는데 언제 문을 열어주실 수 있는지 여쭤보는 것에 대한 허락을 구하는 것을 묻는 것에 대한 승인을 요구하는 것에 대한 의문이 있는 것을 발설해도 될 지에 대한 질문이 있음을 보고하는 것에 대하여 적절한 지를 검토해주실 수 있는 지를 여쭈어보아도 되는 지에 대하여 이상이 없는 지에 대한 답변을 받고자 함을 인정해주실 수 있는 지를 확인 받을 수 있는 지에 대하여 의문이 존재함을 표현해도 되는 지를 알고 싶은 점이 있음을 알려도 되는 것인지를 묻는 것이 옳은 일인지를 판단해주실 수 있는지에 대한 답변을 감히 요구하는 것을 드러내도 되는지를 가르쳐주실 수 있는지의 여부에 대해 의문을 가져도 되는지에 대한 답을 요청하는 것을 알렸을때 이상이 없는지에 대해 인지할 자격이 본 유저에게 있는지를 정확히 이야기해주십사 감찰해주실 수 있는지를 시인해주실 수 있는지를 말씀해주실 수 있는지에 대한 요청을 하는 것을 받아들이실 수 있는지를 감사해주실 수 있는지 묻는것이 폐급같은 요청에 해당하지 않는지에 대한 답이 본 유저에게 중요한 것임을 말씀드려도 되는지에 대해 발언하는 것이 무례하지는 않은지를 궁금해해도 되는 것인지에 대하여 명쾌한 해답을 해 주실 수 있는지를 바라도 되는지를 감히 제가 알게 되었다고 가정했을 때 커뮤니티 내부에 이변이 생기지는 않는지가 공정한지를 심의해주실 수 있는지에 대해 아뢰어도 되는지 의문을 던지는 것이 유저의 명예를 실추시키는 것은 아닌지에 대한 정답이 무엇인지에 대한 질문의 적절성을 검사받을 수 있는지에 대한 설문을 하여도 괜찮은지를 검정해주실 수 있는지를 결정해주실 수 있는지에 대해 본 유저가 감지해도 되는지의 여부를 지각해도 되는지를 판단을 받을 수 있는지를 감히 제가 알아도 되겠습니까?,던전앤파이터 개발 방향성에 대해 말씀드립니다.
27,Skulk, 카인,2022.02.25 (03:54),겉만 번지르르하게 치장하지 마시고 모험퀘스트 수락 안되는 버그 좀 고치라고요. 1달 째 방치중인데 8개월만 노업데이트 하셨으면 현재 있는 버그나 좀 제발 수정하세요. 제발! 고객센터는 뭔 원인파악중이라고 기다리라는 말하고 1달 동안 원인파악하나요? 현재 어디가 문제라서 어디까지 진행이 되었고 언제 쯤 해결해 줄 수 있다는 어떠한 말도 없고 유저 개돼지 보는것도 아니고 기다리라고만 하는데 참 어이가 없어요.,던전앤파이터 개발 방향성에 대해 말씀드립니다.
28,부가티오너, 바칼,2022.02.25 (20:35),자에픽 돌리게 해주세요 ㅠㅠㅠ,던전앤파이터 개발 방향성에 대해 말씀드립니다.
29,AR옵티, 디레지에,2022.02.25 (20:42),진짜 강 전 디렉터가 차려놓은 컨텐츠에 '완화'라는 숟가락만 얹어 놓고 새 컨텐츠 없데이트 한지 9개월째. 하라는 소통은 안하고 쇼통만 하면서 말만 번지르르하게 전형적인 사내 정치인상. 윤 총괄디렉터님 지금 그 자리에 계신건 시기를 잘 타고나신것과 말빨입니다. 지금 같은 시기에 이런식으로하면 짤립니다 욱시바처럼소통은 ㅈㄴ안해도 컨텐츠는 묵묵히 최고로 찍어내던 강 전 디렉터 시절이 게임에 있어서 '재미'는 훨 재밌었습니다. 접속해도 할 게 없음. 퍼섭 도대체 언제 여시나요?,던전앤파이터 개발 방향성에 대해 말씀드립니다.
30,암제지프, 카인,2022.02.27 (12:35),"이계 던저 난이도 무엇 ♡♥♥♡ 일일 미션은 할수있게 해야지 ♡♥♥♡ 레전 아템이라도 잘주던가 어떡해 하라고요?
하 ♡♥♥♡ ♡♥♥♡ 화나네 12강8재련도 잘못 무제한으로 변경했다가 나중에 다른 유저가 말해줘서 문의 하니까 안해준다고 하고 돈은 돈대로 쓰고♡♥♥♡ 아주 짜증나게 하네 영자야 니가 말하는던파가 이런것?",던전앤파이터 개발 방향성에 대해 말씀드립니다.
31,에컨빌런즐겜, 디레지에,2022.03.02 (13:51),거 내글 반박시 니말맞 고증폭이니 산물이니 그게중요한게아니라 가치보존은 무슨헛소리고 명성같은 쓰레기 시스템으로 말하는거 잘보앗구요 기존에픽템 증폭한분들이 한둘이 아니시니깐 저도 그거보고 똑같이 따라할뿐이지 가치보존을 일개유저가 떠들어대봐야 의미가 없는 싸움이시라고요,던전앤파이터 개발 방향성에 대해 말씀드립니다.
32,태권소울링커, 카시야스,2022.03.04 (12:20),추가적으로 편의성좀 말씀드립니다.재질관련해서 이부분에대해 왜 직업마다 굳이 1가지 재질로 고정시키고 그재질이아니면패널티를 받아야하는구조로 게임을 추구하는건지 이해가안갑니다.가령 버프직업군의경우 판금 장비를 착용하지 않으면 버프력조차 반영이안되는건이게 과연 게임이 재밌으려고 만든구조인건지 유저가 불편하게 만들려고 노력하는시스템인지모르겠네요.하다못해 재질변경을 무료로 할수잇게 해주거나 더 편의있게해줄생각은 없는건가요?왜굳이 재질에도 집착을해야하는건지도 모르겠습니다.,던전앤파이터 개발 방향성에 대해 말씀드립니다.
33,미드더키우자, 카인,2022.03.04 (17:25),105제가 더 교복화 시키겠네 100제는 신화 나오는거에 맞추지만 105제는 100퍼 교복화된다제일좋은 옵션만 뽑을껀데 전부 같은거만입지 미쳤다고 딴거입음?,던전앤파이터 개발 방향성에 대해 말씀드립니다.
34,WORKBRIT, 카시야스,2022.03.05 (01:33),"아이템을 이렇게 복잡하게 만들어놓으면.. 나같이 아이템공부하기 귀찮은 유저들은 또 떠날듯 ㅠㅠ110까지 렙업이 가능한데 105제 맞춘다고 온갖 파밍시스템, 숙제만 해야되고 (액션성 강화한다더니) 애써 100제 꾸역 졸업시킨 템들을 거쳐가는 아이템의 exp로나 써야한다니..어려운 데미지 용어 통합은 정말 마음에 듭니다장비 조합도 머리깨지는데 장비옵션을 돌리고 옵션을 성장시키고..ㅋㅋ이거 여러캐릭들 컨트롤 해보면서 액션쾌감 느끼는게 본질인 게임이잖아요. 한캐릭도 그냥 저냥 컨텐츠 해볼 수준으로 만들기가 정말 버거운데 그런 부분에 대해서 방향성을 고민해야 되지 않을까요?",던전앤파이터 개발 방향성에 대해 말씀드립니다.
35,WORKBRIT, 카시야스,2022.03.05 (01:34),복잡한걸 아는데 선택지를 더주고 옵션을 더 넣고 파밍처는 더 많아지고 ㅋㅋ..,던전앤파이터 개발 방향성에 대해 말씀드립니다.
36,명, 바칼,2022.03.05 (20:14),읽으신다니 적겠습니다.니가 추구하는 재미랑 내가 추구하는 재미는 다른거같네요 물러나실때 복귀하겠습니다,던전앤파이터 개발 방향성에 대해 말씀드립니다.
37,태권소울링커, 카시야스,2022.03.06 (01:56),"그가 작년 던페 때 발표한것들중에 지켜진게 거의없고 역행한것뿐임.
$0
$0아이템옵션이 복잡해보이니 피해증가로 통일하고 간결하게 만들겠으며,
$0세트 장비같은 제약을 없애서 다양한 방어구 채택이 가능하게 하겠습니다.
$0=> 오히려 더복잡한 결전무기등 만들어버리기~ 상태이상 세트고려해야하는더 복잡한 템만들기~
$0
$0일반던전에서도 득탬할수있는 과거의 재미난던파를 만들겠습니다.
$0=>있는 재화던전마저도 삭제하고 득템 재미 싸그리 없애버리고 깡노가다 만들어버리기~
$0
$0액션성이 가미된 던파가 되겠습니다.
$0=> 컨트롤만 더난잡하고 조잡하고 무적기 다삭제 버프 싸그리하향 및 몬스터피통만 쳐늘려서
$0유저에게 피로감 잔뜩 선사하기!
$0
$0강화를 편하게 만들겠습니다.
$0=> 강화가편하지만 강화 비용은 더비싸게 만들어버리기
$0
$0그외 속성저항 잔뜩올려서 몬스터 인권챙겨주기,
$0보상다운 보상이 나오는 던전은 하나도없는 개노잼 무한 반복 던전
$0과거 이클립스 반복 노가다 유도 개노잼 일던 반복플레이 유도하기
$0
$0과연 당신이 말한 풍성한던파중에 유저가 이득보는 점이 머가있는거지??
$0이런 시스템을 재밌어할 유저가 있을꺼라고 상상한거임?
$0
$0윤디렉터 주변에 제대로 조언해줄 인물이 하나도 없는거냐
$0아니면 그냥 윤디렉터가 혼자 낭만에 빠진 환상이너무심해서
$0태클걸 여유가 없었떤거냐 주변놈들도 가만히 지켜분게 신기하다..
$0
$0윤디렉이 너무 잘나가다보니까 태클걸놈이 한놈도 없었나보다.
$0

$0",던전앤파이터 개발 방향성에 대해 말씀드립니다.
38,진인파키워, 바칼,2022.03.06 (02:46),소통해라 띵진아 많은 유저들의 분노가 안보이냐?? 니가 추구하는 재미랑 유저가 추구하는 재미는 다르다 던파 망하게할려고 이딴 업뎃할려고 복귀했냐?? 아니잖아 과거의 영광에 사로잡혀 살지말고 현실을 직시해라 지금 이메타가 맞는 메타로 보이냐?? 개발자 노트 하나면 달랑 해결될 거같냐?,던전앤파이터 개발 방향성에 대해 말씀드립니다.
39,진인파키워, 바칼,2022.03.06 (02:49),소통해라 진짜 니가 유저하고 소통한다매 지금 너가 하는건 소통이아니라 일방적 통보다 '우리 이렇게 패치할 거니까 그렇게 아시고 접을거면 접으세요'라는 식의 통보라고 직원들 뒤에 숨지말고 당당하게 간담회 열던가 지금 이사태 어떻게 해결할건지 해명을 하던가 소통하자 패치 민심이 최악이다,던전앤파이터 개발 방향성에 대해 말씀드립니다.
40,햇살속의팔라, 바칼,2022.03.06 (03:06),속저 머임? 좀 균등하게라도 맞춰주던가 화명이 수암보다 속저높은게 많으면 머하자는거임,던전앤파이터 개발 방향성에 대해 말씀드립니다.
41,호빵아식지마, 카인,2022.03.06 (04:28),소통하실꺼라 믿겠습니다 …본섭 넘어오기전에 무엇을 참고하고 기획하신건지는 모르겠는데 도무지 알 수가 없는 방향성의 템부터 (심지어 패널티 넘침) 새로 나오는 던전은 뺑뺑이로 바칼레이드까지 때우시려고 기획한건지 …디렉터님이 말하는 액션성강화는 도대체가 무엇인지 소통 기대하겠습니다 본섭 넘어오기전에,던전앤파이터 개발 방향성에 대해 말씀드립니다.
42,메리오다스♥, 안톤,2022.03.06 (08:20),"지금 라이브서버 메가폰 상태랑 퍼스트서버 게시판 가보세요.그리고 이계던전을 그냥 이벤트 컨텐츠으로 추가는 뭔가요? 라이브방송때 언급하는거보고 진짜 이전에 있던 이계던전인줄 알고 갔더니 저번 그 무슨이벤트였지 다음맵이동하면서 장비추가, 탈리추가, 버프추가 되면서 진행하던 이벤트가 떠오르네요. 에테르나랑 비슷한것 같고.. 에휴.. 곧 유저들 이탈하는거 보시겠네요. 요번 업데이트 예고 때문에 남아계시던 지인 4명중 2명 게임 떠났습니다. 그리고 105 110 에픽장비로 벨런스 맞출 생각 마세요. 무슨 벨런스를 장비로 맞춥니까.. 각 전직에 스킬을 개선해야지 에휴..",던전앤파이터 개발 방향성에 대해 말씀드립니다.
43,민트크림설빙, 카인,2022.03.06 (23:07),퍼섭게 제발 한번만 봐요.. 부탁이에요,던전앤파이터 개발 방향성에 대해 말씀드립니다.
44,S2JazzS2, 카인,2022.03.07 (18:19),근데 꿀타임 언제 다시 시작함?,던전앤파이터 개발 방향성에 대해 말씀드립니다.
45,마늘다진거, 프레이,2022.03.08 (22:06),암월비보 살려네,던전앤파이터 개발 방향성에 대해 말씀드립니다.
46,이프니티, 카인,2022.03.11 (13:35),저도 사실은 초반엔 적응이안되서 더 복잡하게만 되서 재미없어진거 같다 라고 느꼈는데 또 적응하니 괜찮네요 아직도 적응중이지만....100% 제 마음에 다들순없겠지만..확실히 그냥 아무 의미없는 딜 찍 게임에서 뭐 하나라도 더 생각하고 게임 하게 되서 잼있는거 같아요~노력하시는만큼 좋은결과가 나왔으면 좋겠어요~윤명진 디렉터님 파이팅!!!,던전앤파이터 개발 방향성에 대해 말씀드립니다.
47,수빈이아빠4, 프레이,2022.03.13 (15:11),명진아 니가 재밌는겜을 만들지말고 우리가 재밌는겜을 만들어.,던전앤파이터 개발 방향성에 대해 말씀드립니다.
48,솬미겅듀♥, 디레지에,2022.04.02 (14:37),개돼지겜 말고 윤명진디렉터님의 진짜 던전앤파이터 로 돌아가는거 너무 좋아요~! 액션쾌감 던전앤파이터 였기에 중국에서도 초대박이 났었던거죠. 그냥 광부겜 할꺼면 차라리 코인을 채굴하겠음. 윤디렉터의 개발방향이 던짱이들 마음엔 안 들지몰라도 게임으로써는 인정받고있음,던전앤파이터 개발 방향성에 대해 말씀드립니다.
49,미녀천성임., 카인,2022.02.14 (14:27),검제 결전의무기 십자검은 아니지않음? 당장 바꿔줘 ㅡㅡ,던전앤파이터 개발 방향성에 대해 말씀드립니다.
50,하얀붓꽃, 카시야스,2022.02.14 (17:07),"60개도 넘는 직업에 딸랑 3개 있는 버퍼가 강제되는 구조좀 고쳐주세요. 버퍼가 없어도 4인팟이나 레이드가 가능하게 해주거나, 버퍼와 시너지를 서포터로 통합해서 약 15개 정도 되는 범위로 늘려주세요. 한 파티 내의 직업다양성이 더 늘어날 수 있는 날이 왔으면 좋겠습니다. 현재 시스템은 게임성, 재미 모두 다 잡아먹는 형태라고 생각해요. 애초에 버퍼 부족하다며 같은 세러핌이나 인첸을 여러개씩 키우는 유저가 존재하는 게 기형적이라고 보여집니다.",던전앤파이터 개발 방향성에 대해 말씀드립니다.
51,성채*, 힐더,2022.02.14 (18:00),예전부터 나왔던 문제인데 그냥 버퍼쪽으로 신직업내는거랑 버퍼전용 이벤트를하는게 낫다고봅니다. 이건 네오플보단 버퍼를 안키우는 유저들이 문제라고봅니다. 적어도 자기가 키우는 캐릭들의 맞춰서 키워야함,던전앤파이터 개발 방향성에 대해 말씀드립니다.
52,수학부진아, 디레지에,2022.02.16 (13:12),"어느 게임이나 버퍼는 x나 재미없자나요?ㅋㅋㅋㅋㅋ그러니 안키우지..그래서 모든 게임의 힐러, 버퍼, 디버퍼 등등 귀족 취급 받죠?그 비중을 낮출수있게.. 다양성을 주는 뭔가를 만드는거에 적극 찬성ㅋㅋㄱㅋ그러니 신규직업을 딜러만 내놓지말고 제발.. 머리를 굴려서 디버퍼, 버퍼.. 시너지 뭐좀 참신하게 내고 벨붕오면 그때그때 일해서 벨런스 맞추면 되자나요?네? 초반에 해오던거만 고집하는게아니라...뭔가 새로운걸 만들어봐요..종류를... 직업의 다양성 이라지만 뭐가 다양하죠?어차피 딜딜딜딜딜딜딜러, 버퍼 2종류밖에없는데...ㅋㅋㅋ딜러의 종류가 다양한건가?근딜, 원딜?이렇게 말하면...던알못이라고 공격 당할려나..스토리 전 관심 없거든요.. 신규직업을 좀.. 정말 시너지, 디버퍼 고려좀 해봤으면.. 파티의 다양화 ...",던전앤파이터 개발 방향성에 대해 말씀드립니다.
53,Blast혈령, 카인,2022.02.14 (18:55),윤명진 찬양하는 놈들=근첩들,던전앤파이터 개발 방향성에 대해 말씀드립니다.
54,Blast혈령, 카인,2022.02.14 (18:58),"근첩들 업적 : 파오운, 플라스틱 의자 부숨, 던파 ♡♥♥♡겜 이미지 만듬, 궁뎅이맨, 결장오라 무기한에서 기한제로 만듬, 지들이 싸지른 똥을 던북공정이라고 우김, 던파 트럭시위 중갤에서 갈라치기해서 못하게 만듬, 던파 스우파 콜라보 보1빨함",던전앤파이터 개발 방향성에 대해 말씀드립니다.
55,알록달록산골, 힐더,2022.02.14 (19:20),팩트 추천박는다,던전앤파이터 개발 방향성에 대해 말씀드립니다.
56,Blast혈령, 카인,2022.02.15 (12:12),추가로 뉴비배척과 안톤심장사상충도 근첩들 업적,던전앤파이터 개발 방향성에 대해 말씀드립니다.
57,드래곤캄키, 카인,2022.02.14 (20:51),교복화가 왜 나쁘다고 생각하는건지 모르겠내..,던전앤파이터 개발 방향성에 대해 말씀드립니다.
58,안개속세상~!, 시로코,2022.02.14 (21:52),이런 패치를 하기에 앞서 캐릭터 리마스터라고 스킬트리 다죽여놓고 이제와서???,던전앤파이터 개발 방향성에 대해 말씀드립니다.
59,빠따멜론, 카시야스,2022.02.14 (22:14),간담회 하시죠 디렉터님.. 우리가 무섭습니까..? 소통 하자면서요!!,던전앤파이터 개발 방향성에 대해 말씀드립니다.
60,라쿳, 카인,2022.02.14 (22:39),윤명진 이사님 한 말씀 올리자면 이제는 시간이 없습니다. 오즈마 출시가 21년 5/27인데 과한 상향 평준화 + 계귀 패치로 이 컨텐츠는 못해도 이미 10월쯤에 끝난겁니다. 거기다 105시즌을 3/17까지 지연 시켰으면 유저들이 어마어마하게 참고 있는중일텐데 정말 좋은 결과가 나와야 할껍니다.,던전앤파이터 개발 방향성에 대해 말씀드립니다.
