,user_id,server,date,comment,title
13,Requiem[聖] , 바칼,2022.04.05 (20:23),"액션성 강화랍시고 뜯어보니 그냥 클리어 시간만 질질 끌게 만든게 전부인 시즌.
시간을 투자해서 납득 할만한 파밍이나 결과가 나왔으면 모르겠는데 똑같이 시즌 초기화 하고 결국 에픽 뜰 확률은 랜덤이라는 것과 상변 세팅을 해도 플레이 시간은 지난 시즌과 비교해 오히려 늘었음.

신박한 기믹이 있어 플레이하는데 재미있는것도 아니고 그냥 클리어 하는데 오래 걸리게만 만들어놨음. 던파의 몇개 안되는 장점중 하나는 라이트하다는건데 로아 벤치마킹을 이상 부분만 가져온거 같음. 최종컨텐츠인 레이드도 15~20분 만에 끝내며 유저들의 플레이 피로감이 적은게 장점인 게임이었는데

로아 벤치마킹한다고 정작 로아에서도 가장 욕먹는 싸이버유격 가져오게 생김 ㅋㅋㅋ 바칼레이드 설마 4인 단체 패턴 무한 반복 이따구로 나와서 싸이버유격 그대로 배끼는건 아니겠지?

윤띵진씨가 단단히 착각하는게 액션성 강화라는게 질질 끌면서 오래하는게 아니라 유저가 재미가 있어야 하는건데 재미는 어디다 두고 왔는지? '재미있는 액션성' 바라시면 가서 데메크 시리즈 좀 하고 오시길.",최고 레벨 확장의 방향성에 대해 말씀드립니다
14,탱크loRRy , 카인,2022.04.06 (22:52),재밋는 액션성에서 데메크를가져오신부분에서 랄123부를 탁침 ㄹㅇ재밋는액션성은 그런거지,최고 레벨 확장의 방향성에 대해 말씀드립니다
15,†천년후에™ , 안톤,2022.04.07 (15:52),데메크 참고많이 했어요. 다크나이트 스킬보면 그대로 쳐 배껴왔던데 스.킬.만 ㅋㅋㅋ,최고 레벨 확장의 방향성에 대해 말씀드립니다
16,무념.단절. , 프레이,2022.04.05 (21:48),"작업장을 죽이려고 하는 취지는 좋은데 골드 수급처를 아예 없애버리고 골드 회수만 하는건 좀 아니지 않나요?
히어로즈 노말을 가야지 항로랑 수급이 비슷해진다고 들었는데 일반적으로 지금 처음 시작하는 뉴비들은 2.7은 커녕 액트 마스터도 허덕이면서 돌고있는데 2.7을 어느세월에 갑니까?
일던 익스 한캐릭 풀피로도 돈다는 기준으로 5-60밖에 안벌리는데 가브리엘한테서 에픽 항아리라도 나오는순간 순식간에 -10만골드입니다. 회수만 되고 수급할 방법 자체를 삭제 시키는건 진짜 아니라고 봅니다.
뉴비고 일반유저고 히어로즈 노말 못가는 유저들은 지금 다 지쳐가는중입니다. 개선책이 필요하다고 봅니다.",최고 레벨 확장의 방향성에 대해 말씀드립니다
17,적안무존 , 카시야스,2022.04.06 (02:48),"다 됐고, 레이드 패치로 왜 모험단정보에서 오즈마 클리어 횟수 못보게 해놨습니까?장난합니까? 경험/미경험/숙련/미숙련 너나할거없이 그냥 105제 파밍으로 명성만 높여놓고오즈마 3단 무지성으로 와서 하루종일 위장자/코인4개 소모/이성 관리 불가 해놓고""저 패턴 몰라요.. ㅜ"" 이러는데 장난하냐고요 에? 고인물들끼리 가지말고 뉴비데려가라는 취지입니까?누가 안데려간답니까? 근데 왜 그런 미숙련을 3단에 데려가야하는데? 난 장지유튜브 오즈마패턴공략 몇번을 정독하면서 그래도 반야때라던가 죽으면 그렇게 죄송해서 또 패턴숙지하고 그랬는데, 그건 예의아닌가? 뉴비라고 다 뉴비가 아니라 공략조차 안보고 경험조차 없이 구시대 레이드라고 대충 스펙갖추고 머리 놔두고 오는애들은 2단을 보내던가 할수있도록 최소한의 필터장치인 클리어횟수라도 보게해야할거 아닙니까?
이것땜에 12인끼리 모여서 맨날 얼마나 서로 욕하고 헐뜯는지 모릅니까? 딜지분 레드가 60~70%가져가면 그거가지고 레드에서 딜 안하고 파업하기도 하고, 옐로 그린 다 죽어서 마을에서 8명이 잠식 대기하면서 사과없이 그냥 레드깨기만 기다리기도하고 이거 네오플 당신이 의도한 유저들간의 협동맞아요? 만렙확장하면서 생각은 확장 못했나 진짜 만렙확장 전에는 오히려 이런 부류가 없어서 화가 난 적이 없었는데, 매주 주간퀘스트 혹은 필요때문에 갈때마다 얼마나 치가떨리고 구인하면서부터 스트레스인지 모르지? 요? 유저들 탈던하는 소리 자주 보이던데 그 꼬라지로 하니 슬슬 이해가 가네요. 어떻게 이따구로 생각없이 패치했는지 지금도 레이드 돌다 하도 빡쳐서 글 남깁니다.
가독성 ㅈㄴ 떨어지라고 문단 안나놓은거 맞아요. 읽던지 말던지 어짜피 개돼지 소리로 치부하면서 패치 1도 안하겠지 그렇게 유저 다 잃어라 그냥 ㅇㅇ",최고 레벨 확장의 방향성에 대해 말씀드립니다
18,구르믈검귀 , 카인,2022.04.06 (18:46),이게 퍼섭이냐 퍼섭처럼 아이템 계속 바꿀꺼면 퍼섭처럼 재료 쓰게 줘라장난하는것도 아니고 세팅 맞출때마다 계속 칼질하면뭐보고 하라는거냐재료는 계속 들어가게하고 밸런스잡을 자신없으면 재료라도 안들어가게 해야지재료는 재료대로 계속 들어가게하면서 수정을 본섭에서 계속하면 뭐하자는거냐본섭운영을 퍼섭처럼하고 있네,최고 레벨 확장의 방향성에 대해 말씀드립니다
19,구르믈검귀 , 카인,2022.04.06 (18:47),이게 퍼섭이냐 퍼섭처럼 아이템 계속 바꿀꺼면 퍼섭처럼 재료 쓰게 줘라장난하는것도 아니고 세팅 맞출때마다 계속 칼질하면뭐보고 하라는거냐재료는 계속 들어가게하고 밸런스잡을 자신없으면 재료라도 안들어가게 해야지재료는 재료대로 계속 들어가게하면서 수정을 본섭에서 계속하면 뭐하자는거냐본섭운영을 퍼섭처럼하고 있네,최고 레벨 확장의 방향성에 대해 말씀드립니다
20,허니벅지 , 힐더,2022.04.06 (23:02),"소통하는척 쇼통은 그만하시죠 역겨우니깐
애시당초 이런식으로 밸런스 잡아 갈거였으면
이런저런 셋팅 해볼수있게 소모되는 재화를 한시적으로
감소 시켜놓고 진행을했어야지
지금까지 소모된 재화대비 꼴랑 주는게 레벨 이관5장에 재질변환5장?
셋팅 맞춘다고 유저들이 사용한 재화량 대비 저게 맞다고 생각하는건가요?",최고 레벨 확장의 방향성에 대해 말씀드립니다
21,전직조폭. , 힐더,2022.04.07 (01:18),"불길한 수정 드랍율도 바꾸었는지 겁나 안나오고 베릴은 이관비용이니 성장먹이로 쓰니 하면 하..못해도 기본 50개고 이관비용은 500개고 2월말에 복귀해서 지금까지 즐기고는 있는데 베릴,불길한 수정 드랍율이나 아님 베릴에 쓰이는 비용을 좀 낮춰주시죠. 이러다가 진절머리나서 다시 또 접게 생김",최고 레벨 확장의 방향성에 대해 말씀드립니다
22,Ħ眞버서커Ħ , 카인,2022.04.07 (01:19),상급던전 명성좀 낮춰줬으면 하는바램이네요 17000까지 어찌저찌 올렸는데 그이상은 힘들어요ㅠㅠ,최고 레벨 확장의 방향성에 대해 말씀드립니다
23,방구석킹군님 , 힐더,2022.04.07 (14:28),렉좀 어떻게 해봐,최고 레벨 확장의 방향성에 대해 말씀드립니다
24,†천년후에™ , 안톤,2022.04.07 (15:51),내가볼때는 윤명진 이미 피씨던파 마음 떠났다 모바일 던파 올인한거같은데 그러지않고서야 약믿시절 단물쪽빨겟다는 운영을 이렇게 대놓고하고 유저불편한거는 방치할리가 있나 ㅋㅋ,최고 레벨 확장의 방향성에 대해 말씀드립니다
25,알록달록산골 , 힐더,2022.04.07 (19:36),팥죽성 광대 야바위 공 속도 너프좀,최고 레벨 확장의 방향성에 대해 말씀드립니다
26,썽로이 , 힐더,2022.04.07 (22:19),이게 퍼섭이냐 퍼섭처럼 아이템 계속 바꿀꺼면 퍼섭처럼 재료 쓰게 줘라장난하는것도 아니고 세팅 맞출때마다 계속 칼질하면뭐보고 하라는거냐재료는 계속 들어가게하고 밸런스잡을 자신없으면 재료라도 안들어가게 해야지재료는 재료대로 계속 들어가게하면서 수정을 본섭에서 계속하면 뭐하자는거냐본섭운영을 퍼섭처럼하고 있네,최고 레벨 확장의 방향성에 대해 말씀드립니다
27,청소중만듬 , 디레지에,2022.04.07 (23:44),"흐으으음 상급던전도 벌써 질리네
그리고 시간이 전시즌 곱절로 들어감
자질구레한걸 신경을 써야하니 이게 은근 시간 더 갈림
흐으으응ㅁ 이번메타는 나랑 안맞는걸로
그냥 시간이 없드아 쫑",최고 레벨 확장의 방향성에 대해 말씀드립니다
28,원인치펀치 , 카인,2022.04.08 (01:05),"기본기세팅 mp과소모 이런 장비 평범한 캐릭터가 쓰면 리스크&리턴 괜찮습니다
과연 장비가 문제일까요 몇몇 캐릭터가 문제일까요
아칸 세팅 대비 mp 과소모가 딜이 20% 가량 더 강력한데 그걸 노패널티로 쓰는 일부 다단히트 금수저 캐릭들이 있습니다
반면 마나에이드 판마다 50개씩 마셔가며 써야하는 캐릭터들도 있습니다
장비가 문제일까요? 캐릭터가 문제일까요?",최고 레벨 확장의 방향성에 대해 말씀드립니다
29,†천년후에™ , 안톤,2022.04.08 (15:06),오늘보니까 모바일 던파 디렉터노트 썻더라? ㅋㅋㅋ 솔직히 말해봐 윤명진씨 당신 피씨던파 어찌되건 관심 없잖아? 어차피 처음부터 작업한거는 모바일 던파니까 거기에 올인하고 피던은 잘되면 본인이잘해서 잘된거고 망하면 강정호 탓하면 되고 참 편하다 ㅋㅋ가장중요한 파밍이 지금 개작살나고 밸런스 당신이 디렉터하던시절 안톤때 생각나는정도로 벌어졌는데 일부러 이러는거냐?,최고 레벨 확장의 방향성에 대해 말씀드립니다
30,ㅎㅔ헤 , 카인,2022.04.08 (16:15),ㅠㅠ,최고 레벨 확장의 방향성에 대해 말씀드립니다
31,청담대교 , 디레지에,2022.04.08 (18:01),하하... 게임하다가 코피터지긴첨이네 .... 방향성은 좋긴한데 너무 힘드네요,최고 레벨 확장의 방향성에 대해 말씀드립니다
32,Dark-Death , 안톤,2022.04.10 (01:45),전케릭 광부화가 맞는 패치인가$0♡♥♥♡ 이건 욕을 안할래야 안할수가 없네$0즐겨야 하는 게임에 왜 스트레스 받아야하고$0스트레스를 풀어야하는 게임에 왜 짜증만 늘어가고$0게임을 해본사람이 이따구로 피곤하게 할 수가 없다 ♡♥♥♡끼야$0게임을 해봤단 말을 하질 말던가$0이따구로 하는사람도 기존유저도 피곤하게 만드는곳에 사람이 남을거 같냐?,최고 레벨 확장의 방향성에 대해 말씀드립니다
33,Dark-Death , 안톤,2022.04.10 (01:54),이게 무슨 액션이냐노가다 앤 파이터지 ♡♥♥♡ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,최고 레벨 확장의 방향성에 대해 말씀드립니다
34,전자탈화방 , 카인,2022.04.11 (11:25),됐고 피로도소모 두배늘리고 보상도 두배늘려라 ♡♥♥♡ 다캐릭권장인데 하루종일 겜하겠네,최고 레벨 확장의 방향성에 대해 말씀드립니다
35,Ayuuuuuuuuuu , 디레지에,2022.04.12 (03:33),진짜 게임처음한다 생각하고 게임복잡하다고 생각안함?;;,최고 레벨 확장의 방향성에 대해 말씀드립니다
36,납넨 , 카시야스,2022.04.13 (14:12),자네들도 혹시 봉자까서 월급받아볼 생각은 없나?,최고 레벨 확장의 방향성에 대해 말씀드립니다
37,막내별 , 카인,2022.04.13 (14:38),대체 맞추는 세팅마다 너프를 처먹으면 유저는 뭘믿고 세팅을 해야합니까?,최고 레벨 확장의 방향성에 대해 말씀드립니다
38,arktemplar , 카인,2022.04.17 (09:33),공감합니다.,최고 레벨 확장의 방향성에 대해 말씀드립니다
39,진도적각성 , 프레이,2022.04.13 (17:04),"아니 봉자에서 지옥파티 초대장 균열석쫌 안나오게 하라 아니면 골든베릴도 나오게 하던지
!!!!!! 민심을 몰라",최고 레벨 확장의 방향성에 대해 말씀드립니다
40,信뢰받는자 , 카인,2022.04.14 (10:32),마일리지샵에서 추억의오라 상자랑 지나간 무기아바타 상자들도 구성품에 추가되면 좋겠습니다!,최고 레벨 확장의 방향성에 대해 말씀드립니다
41,수빈이아빠4 , 프레이,2022.04.14 (11:13),"""오랜 업데이트 준비가 끝나고, 드디어 모험가분들께 선보이게 되었지만, 이번 업데이트가 반드시 성공할 수 있다고 장담을 드리지는 못할 것 같습니다.""
애초에 만든 니들이 자신이 없는데 우리가 재밌겠냐?",최고 레벨 확장의 방향성에 대해 말씀드립니다
42,모든공격속성 , 디레지에,2022.04.15 (16:00),충분히 재밌는대 징징이들 개많네 ㅋㅋ 지한테 좋은점은 철저히 입꾹닫에 불만사항만 줄줄이 늘어놓고 님들은 뭔패치를 해도 징징댈거아님? 어느때보다 열심히 일하는대 응원한마디가 어렵니,최고 레벨 확장의 방향성에 대해 말씀드립니다
43,염전주인김씨 , 프레이,2022.04.17 (14:02),그렇다기엔 템밸런스 앂창난 꼬라지보면 응원이 힘든데요?과소모 앤 파이터 만들어놓고 뭐가 우째?,최고 레벨 확장의 방향성에 대해 말씀드립니다
44,초기전하 , 카시야스,2022.04.16 (15:02),인간적으로 응축라코 그만나오게 해요 제발;';너무 기회비용 아까워요 제발좀 응축라코 나오는거 보면 겜 접고싶음 상급던전이랑 비밀임무에 저딴게 왜나와요?쓸모도없고 0강부터 쓸수있음 몰라 11강부터 쓸수있는걸 누가써 진짜로;;; 안전강화 확률도 개똥으로 만들고....제발 응축라코 삭제해줘요,최고 레벨 확장의 방향성에 대해 말씀드립니다
45,각성-준현 , 프레이,2022.04.17 (09:57),"사소한거긴한데 던전 입장하자마자 자버프 자동시전 또는 알아서 켜져있음 안되나요?
$0
$0자버프를 굳이 스스로 켜야하도록 귀찮게 해둔거 의미가있나싶습니다..
$0
$0굳이 자버프 끈상태가 필요한 사람들이 있다면 다시 자버프를 쓰면 오프로되게하던가 하면 될거고..
$0사소한거긴한데 이런거도 좀 개선이 됐으면 하네요
$0
$0던전 입장시 자버프 자동으로 켜졌으면 해요!
$0
$0",최고 레벨 확장의 방향성에 대해 말씀드립니다
46,☆자칼법사★ , 카인,2022.04.18 (10:46),괜찮은데?? ㅋㅋ,최고 레벨 확장의 방향성에 대해 말씀드립니다
47,불멸의메카닉 , 카시야스,2022.04.18 (14:00),"이봐 글 내려
욕만 처먹고 있자나",최고 레벨 확장의 방향성에 대해 말씀드립니다
48,개-같이부활 , 카인,2022.04.19 (15:27),성장가속 다시하면 안되나요 부캐육성 진짜 오래걸리는데..,최고 레벨 확장의 방향성에 대해 말씀드립니다
49,현랑버프 , 카시야스,2022.04.20 (19:16),띵진님 각성의서 재판매 한번만 해주십쇼,최고 레벨 확장의 방향성에 대해 말씀드립니다
50,_드나강녕_ , 카인,2022.03.27 (10:35),진심 똥고집 윤재앙,최고 레벨 확장의 방향성에 대해 말씀드립니다
51,「파괴」 , 시로코,2022.03.27 (11:52),"디랙터님 한번만 읽어주세요,
$0

$01. 남스핏 평타에 기본기 숙련 영향을 받지 못함
$0(관통,특성, 폭발탄 모두 적용해봤지만 전부 적용안댐)
$0

$02. 기본기강화 특성 장비들 착용 했을 시 장비에 옵션이 적용이안댐
$0(평타나 대쉬 점프 공격시 스택이 쌓이는 장비들의 옵션이 관통,폭발,특성탄 사용시 적용이 안대서 스택이 쌓이지 않음 버근가;;)
$0

$03.스킬의 부제(탈리스만의 해택을 전혀 받지못함...쓸 스킬도 없음)
$0현제 남스핏 기준 무큐를 쓰지 않는 스킬의 최상위스킬은 c4와 버스터샷이 유일한데 탈리스만이 없습니다..... 룬도 적용받지 못합니다.... 좀 바꿔주세요. (제발 네이트빔탄까지 적용좀 해주세요...) 그리고 클레이모어 스킬도 좀 유도로좀 바꿔주세요 어려운거 아니잖아요. y축이랑 x축 범위가 어떻게 되는지도 모르겠고 폭팔 범위도 굉장히 적어서 답답합니다.
$0

$04. 캐릭터 조작이 답답함. (이동기와 회피기의 부제)
$0일단 이속이보정이 안되있어서 굉장이 답답하며 평타와 스킬 전부가
$0x축만 있기 때문에 필히 몬스터와의 교전에서 피할 방법이 없음 백스탭 뿐이 없음 그리고 대부분의 몹들이 장판 스킬과 x축 범위 스킬이 많은데 백스탭으로 피하는건 불가능에 가깝습니다. 와이축으로 이동할 수 있는 회피기나 x축으로 빠르게 이동할 수 있는 스킬 하나만 추가해 주세요...
$0(레인져 윈드밀과 퍼니셔무적 스핏도 주심 안댈까요?)
$0

$05. 스킬 이팩트 개선좀 해주세요,,,, 기본기 강화 세팅은 솔직히 말해서
$0스킬들 이 ♡♥♥♡ 투박한 스킬밖에 없는데 이팩트도 볼품이 없습니다. 쓸 수 있는 스킬도 얼마 없는데 그리고 기본기 강화 장비를 끼면 적어도 좀 다른장비들과 다르게 기본기를 쓸때 따로 스킬 이팩트좀 하나 만들어 주세요.... 멋♡♥♥♡가 하나도 없어요. 게임을 재미있게 하기 위해서 하는데 너무 단조롬고 멋도없고 느릿느릿하면 누가 하고 싶나요?
$0",최고 레벨 확장의 방향성에 대해 말씀드립니다
52,s무누우루 , 시로코,2022.03.27 (12:24),"일던일던 랜덤헬이 큰 재미요소 중 하나였는데,,
$0

$0지난 시즌 기갱신지가 피로감 없이 재밌었던 이유 여러가지가 있겠지만 그 중 하나가 파티만들어서
$0
$0숙제 및 랜덤헬 기대하면서 헬게이지 다 채우고 마무리 헬 돌고 파티원 특템하는거 축하해주는게 큰 매력이었는데 말이죠,,
$0
$0이번 시즌에서는 일던 뺑뺑이 메타를 만들어놓고도 지옥파티를 아예 없애버리고 랜덤헬도 사라져서 되게 재미의 큰 요소가 사라졌네요.
$0
$0제가 개발진이었으면 쓸데없이 근본없고 재미없는 긴급임무 같은 신규 시스템 도입하지 않고 기존 유저가 재미를 즐기던 요소를
$0
$0더 강화할 것 같은데말이죠,,,,
$0
$0솔직히 거의 던파 10년 이상의 아이덴티티인 지옥파티를 왜 없앤지도 모르겠고,,
$0
$0윤명진이 그렇게 재미재미 하더니 지금 시즌은 완전 재미 없어요,,.
$0
$0",최고 레벨 확장의 방향성에 대해 말씀드립니다
53,위피링 , 카인,2022.04.04 (19:25),"니가 디렉터 해라 그냥 ㅋㅋㅋㅋㅋㅋㅋㅋ파티원 득템하는거? 그것도 하루 이틀이지 내가 안먹으면 땡인점 원하는 에픽 못먹으면 그것도 에소 행
현메타 선택권도 줘 자율 시스템이라서 내가 하고싶은 세팅으로 가면되고 알피지의 프리요소를 챙겨준건데? 그렇게 틀에 잡힌 요소로 하고 싶으면 기적의검이나 하소 ㅋㅋ",최고 레벨 확장의 방향성에 대해 말씀드립니다
54,소마언니 , 카시야스,2022.03.27 (15:52),"한가지 단언한다 이번 105랑 모바일은 실패작이다 기존것도 관리안되는데 오픈빨 모바일 얼마나 갈거같냐 해본사람 대부분 평가가 똑같다 옛날에 접은사람이야 좋아하지 지금 던파하는 유저랑 접은지 1~2년 밖에 안된 사람들 하는소리가 똑같다 굳이 PC냅두고 모바일 버전 PC로 깔아서 해야되냐 옛날 향수나는거 말고 별다를게없다엿다 재미개뿔 미망의탑 1층씩 꺠는데 1분넘게 씩 걸리는데 퍽이나 30몇층까지 올라가고싶을거같은데 망자의탑도 그렇고쓸대없는 소리는 위에 적엇고
핵심 1 제발 골든베릴 드랍율 올리던지 난이도 올라가면 에픽확율 올려주든지 해라 확율이 난이도 쌜수록 올라가야지 익스 마스터 킹 히어로즈 노말도는데 익스랑 마스터랑 차이가 쥐꼴이만큼 차이나니까
사람들이 그냥 익스 수십캐릭뺴서 돈벌겸 파밍해라 하하는 광부같은게 나오는거 아니겟냐 마스터 킹 가면 예를들어 원래 드랍율이 10퍼쯤된다매요 지헤인도가 그럼 지금 파밍 시스템 드랍율 15~20퍼 일거같은데 킹이나 히어로즈 노말가면 25~30퍼로 올리세요 어차피 에소 값 개떡락했고 베릴은 앞도적으로 부족한 상황인데 이게 성장할라고 부캐를 키우는건지 베릴을 캐러 던전을 도는건지",최고 레벨 확장의 방향성에 대해 말씀드립니다
55,稻魂 , 카인,2022.03.27 (16:46),다른건둘째치고 왜 105보장 장비를 하향평준화해서 100제 전시즌아이템인 청면수라의가면 을 0티어아이템으로 만든거냐?장사꾼이랑 내부개발자랑 연결되있는거아닐까?,최고 레벨 확장의 방향성에 대해 말씀드립니다
56,稻魂 , 카인,2022.03.27 (16:57),사람들이 많이써버리니까 죽음을부르는관을 너프먹인다?그런식으로 너프를먹일게아니라 105장비 22종류의 보조장비 중에서 왜 죽무관을 많이쓰는지부터 생각해보고 그에맞게 안쓰이는장비들을 상향평준화해주는게맞지않냐?,최고 레벨 확장의 방향성에 대해 말씀드립니다
57,귀축엘마 , 카시야스,2022.03.28 (20:16),"그와중에 일반던전 기믹들 개ㅆ창내둬서 플레이어 캐릭터 넘어지고 날아가고 아주 개ㅈr 났음 그래놓고선? 아바타 120개 하의 ㅋㅋㅋ 분명 꾼뿐 아니라 아바타 복사해서 팔고있을거임, 강정호때에서 바뀐거 하나도 없음ㅋㅋ",최고 레벨 확장의 방향성에 대해 말씀드립니다
58,몬스터불쌍해 , 카인,2022.03.27 (23:09),굉장히 재밌게 하고있음.,최고 레벨 확장의 방향성에 대해 말씀드립니다
59,아인즈올고운 , 프레이,2022.03.28 (02:06),기존 캐릭터와는 다른 방향으로 육성할수 있다는 재미에 에테르나 정말 열심히 키웠습니다.디렉터님이 액션성을 원하시고 에테르나는 그 액션성이라는 방향이 맞지 않는다 생각해서 매몰시키신건지는 모르겠지만 이런식의 육성의 다양성과 방향성을 제한하는것도 모자라 정말 열심히 즐기고 있던 컨텐츠를 말아먹히니 머리가 띵해지네요,최고 레벨 확장의 방향성에 대해 말씀드립니다
60,마담빵떡 , 힐더,2022.03.28 (04:32),주간미션 상급던전 4회 뉴비들 다뒤진다 정신차리고 즉시 수정해라,최고 레벨 확장의 방향성에 대해 말씀드립니다
61,미완성이야기 , 카시야스,2022.03.30 (02:43),이건 ㄹㅇ.. 진입하지도 못하는 퀘스트를 준다는 점은 정말 아닌 것 같아요.. 진입한 후에 깨지던 뭐하던 하는 것도 아니구요..,최고 레벨 확장의 방향성에 대해 말씀드립니다
62,마담빵떡 , 힐더,2022.03.28 (04:35),상급던전 4회 주간미션 누구머리에서 나온거냐 설계를 이렇게 못하냐,최고 레벨 확장의 방향성에 대해 말씀드립니다
