,user_id,server,date,comment,title
10,좀더조여정 , 카인,2022.04.22 (01:07),여인파 만들어주세요,4월 업데이트와 진행 상황에 대해 말씀드립니다
11,람조 , 카인,2022.04.22 (01:59),파죽성 골크에서 죽으면 경직되서 못나가는 버그있어요. 후퇴도 안됌 ㅋㅋ,4월 업데이트와 진행 상황에 대해 말씀드립니다
12,삶을향한의지 , 카인,2022.04.22 (02:30),피시방 이벤트 누가 기획한거냐? 생각이 없냐? 주간 25시간을 어떻게 피시방에서 보내냐?,4월 업데이트와 진행 상황에 대해 말씀드립니다
13,Candy_Man , 바칼,2022.04.22 (04:52),Sd아바타 외전은 왜 안만들어줘요.... 만들어주세요ㅠㅠㅠㅜㅠㅜ,4월 업데이트와 진행 상황에 대해 말씀드립니다
14,냥자 , 안톤,2022.04.22 (07:35),"이번시즌 버퍼 키우기 너무 힘들고 노잼임 솔직히 가브계 없었으면 지금 남은 버퍼도 반절이상 다 떨어져 나갔을듯, 상위 컨텐츠? 돌아보니 그냥 빡센 인도헬 그이상 그 이하도 아님 스펙업 의욕도 재미도 감동도없음",4월 업데이트와 진행 상황에 대해 말씀드립니다
15,떡선수 , 카인,2022.04.22 (09:55),복귀했지만 게임 드럽게 재미없음시간이 많은 사람만 이득인듯 할려고 30억 샀는데 빠찡코로 버리고 간다,4월 업데이트와 진행 상황에 대해 말씀드립니다
16,_ㅇㅅㅇ_ , 디레지에,2022.04.23 (07:15),응 천천히 해도 노상관이야 30억??? 풉ㅋㅋㅋㅋㅋㅋ 모험단 내 극마부 1캐도 없는 유저가 떠들 소리인가??? ㅋㄲㅋㅋㅋ,4월 업데이트와 진행 상황에 대해 말씀드립니다
17,나만운없엉 , 힐더,2022.04.22 (10:23),ㅋㅋㅋ 댓글 몇개들 보니까 과소모랑 뭐 다른세팅이랑 그리 차이 안난다 하길래 진정 이분들은 수면/백스텝/점프킹 이런거 채용해서 쓰는줄 알았고만 검색해보니 끝바시 천재신 천재벨 ㅋㅋㅋ ㄹㅇ 개 막말하네 해보질 않을걸 차이 안난다고 생각이든게 100제 벗고 105제 누더기 입어서 명성컷 맞추려고 할때 일던 익스 뺑이 돌때나 차이안난다고 생각든건가? 히어로즈 이상 난이도부터 예능픽 끼고 과소모랑 차이 안나게 도는거 좀 보여줬음 하네 나도 재밌게 셋팅좀 해보게 ㅋㅋ,4월 업데이트와 진행 상황에 대해 말씀드립니다
18,_ㅇㅅㅇ_ , 디레지에,2022.04.23 (07:13),ㄹㅇㅋㅋㅋㅋ 머리가 안좋은거 같음ㅋㅋ,4월 업데이트와 진행 상황에 대해 말씀드립니다
19,살쾡이반일진 , 디레지에,2022.04.22 (10:33),진짜 드래곤셋은 어쩔거임???,4월 업데이트와 진행 상황에 대해 말씀드립니다
20,한호열 , 힐더,2022.04.22 (11:11),어제 뜬금없이 비정상적인 플레이 안내문구 뜨면서 게임이 강제종료 되던데 그거에 대한 보상안내는 없는건가요?? 피로도며 입장권이며 그냥 날아간게 되어버리는데,4월 업데이트와 진행 상황에 대해 말씀드립니다
21,씽 , 프레이,2022.04.22 (12:07),게임성에 자신없어서 템으로 어떻게든 돌려막으려는거 잘 봤고 난 꼬접합니다 ㅋㅋ 2006년부터 하던 게임 개박살나는거 보니 시원섭섭하네요,4월 업데이트와 진행 상황에 대해 말씀드립니다
22,_ㅇㅅㅇ_ , 디레지에,2022.04.23 (07:17),폭죽쇼 안함??,4월 업데이트와 진행 상황에 대해 말씀드립니다
23,메가보만다 , 프레이,2022.04.22 (12:35),"단타캐릭때문에 공격시 마나회복옵션 조정하는건 맞다고 생각하는데 계수가 낮아서 스킬 난사해야되는 캐릭은 오히려 마나유지가 안되는 수준까지 만들어놓은 이유가 뭐냐

스킬대부분이 장판형 다단기인 캐릭은 몬스터인권 챙긴다고 회피패턴 때려박은 보스 때리지도 못하는데 회복도 못하고 계수도 낮으면 뭐가 남는다고 생각해서 이런식으로 죽이는건데
특정 직업이 다단 기본기 내성 유틸 다 갖고 ㅈㄴ 쎈거때문에 템으로만 밸패한다 개지'랄떨어서 다단말고 남는게 없는 캐릭을 죽여야되나
이따구로 할거면 모든캐릭들 스킬레벨마다 계수 똑같이 만들던가",4월 업데이트와 진행 상황에 대해 말씀드립니다
24,날로먹는만렙 , 시로코,2022.04.22 (13:38),"띵진아..귓말미션 삭제해라..남에게 피해주기 싫어서 귓말미션 뜨면 새로고침으로 바꾸는데..오늘 모르는 사람에게 1,2,3, 받아보니 기분이 썩 좋지가 않네..XX겜 티좀 내지마..",4월 업데이트와 진행 상황에 대해 말씀드립니다
25,백명매화 , 프레이,2022.04.22 (14:24),솔직히 방향성 자체는 좋게 가고계신것 같아요. 회수로만 10년차정도 된거같은데 아닌가 초2~3때 아이디빌려서 했으니 이제 한 14년차정도인거 같아요. 한 1~2년 전만해도 옛날에 인싸게임 시절 생각나서 들어오면 매번 실망하고 매번 같은 루틴 반복되는 게임에 재미를 잃고 떠났는데 요즘은 그 루틴속에서 발전해나가는 모습이 보여 매번 업데이트마다 기대가 됩니다. 그리고 유저들과 소통하려는 자세부터 솔직히 감동받았습니다. 추억만 찾는게 아니라 이젠 새로운 추억이 될 것 같아서 너무 좋네요. 감사합니다.,4월 업데이트와 진행 상황에 대해 말씀드립니다
26,어센션 , 안톤,2022.04.22 (14:29),니알리 노출늘려주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!,4월 업데이트와 진행 상황에 대해 말씀드립니다
27,Herrlich , 카인,2022.04.22 (15:03),자주패치하면 자주패치한다고 욕해... 패치안하면 안바뀐다고 욕해... 개발자도 유저도 만능이 아니라서 자주 테스트 하고 바꿔봐야 정답에 수렴하는건데 유저들이 너무 보수적이고 이전 시즌에 대한 미련이 너무 크네요..,4월 업데이트와 진행 상황에 대해 말씀드립니다
28,모카: , 카인,2022.04.22 (16:56),SD탈말고 와이셔츠 응애,4월 업데이트와 진행 상황에 대해 말씀드립니다
29,금화S2 , 시로코,2022.04.22 (17:13),그냥 전시즌 에픽맞추는식 그게 개인적으로 더 나았던듯.그리고 장사꾼들 아직도 난리인데 못잡으시는가요?아직도 운영자 비웃듯이 시세가지고 장난질치던데...패키지 팔고 하는거 다좋은데 제발 하루에 몇번이라도 경매장같은데 가서 현황좀 봐보세요.제 지인도 소과금유저인데 장사꾼 템 아바타 크리쳐 장난질에 지쳐서 접었습니다.왜 신규유저가 이 혐사꾼들에 의해서 접어야하죠?제발 제발 부탁드립니다.혐사꾼들은 게임에 있어서 악의축입니다.제발 좀 잡아주세요.,4월 업데이트와 진행 상황에 대해 말씀드립니다
30,19.9.29전역 , 카인,2022.04.22 (17:16),아니 그래서 골드수급은..? 하루 받는골드로 언제 강화증폭하라는건데 응원하는 ♡♥♥♡깨진놈들 칭찬만♡♥♥♡말고 하루1캐락 피로도만 뺄정도로 현생 바빠서 주말말곤 제대로 할 시간이없는데 대처라도해봐 새로운 골드수급던전 설마 상급던전에서 나오는 골드파는 재료템들이 그런거라는건아니겠지?,4월 업데이트와 진행 상황에 대해 말씀드립니다
31,객지얌 , 카인,2022.04.22 (19:08),진각성의서나 내주세요...,4월 업데이트와 진행 상황에 대해 말씀드립니다
32,알록달록산골 , 힐더,2022.04.22 (19:58),자기수면 자기스턴 이딴 쓰레기 폐급 아이템 죄다 옵션 재설정은 ㅇㄷ감?,4월 업데이트와 진행 상황에 대해 말씀드립니다
33,알록달록산골 , 힐더,2022.04.22 (19:59),베키 너희 온거 들켰다 이제 큰일났다 X자 레이저 맞고 수면걸리다가 레이저 맞고 피 회복보다 까이는게 많아서 오늘 죽어보니 기분 더럽던데,4월 업데이트와 진행 상황에 대해 말씀드립니다
34,첫번째복귀캐 , 카인,2022.04.22 (20:06),소한사 상향해주세요 그리고 노가다던전 만들어주세요 폭풍의 항로같은 던전이 필요합니다,4월 업데이트와 진행 상황에 대해 말씀드립니다
35,새우찜 , 바칼,2022.04.22 (21:22),야 디렉터 ♡♥♥♡해라 시바 이미 난 지금 템 성장여부때매 질려서 템다질러서 접을거다 다시는 던파따위는 안할거야,4월 업데이트와 진행 상황에 대해 말씀드립니다
36,D_Riven , 카시야스,2022.04.22 (21:29),봉자에서 인도석 나오는거 맞는거임? 봉자 개편 안하나요? 입장권 사봤자 노멀밖에 안돼는데요. 뉴비들도 언제 나올지도 모르는 신화 파밍은 안하고 레이드쩔 받으실텐데요,4월 업데이트와 진행 상황에 대해 말씀드립니다
37,머리통싹뚝 , 카인,2022.04.22 (23:26),검제좀 살려줘라,4월 업데이트와 진행 상황에 대해 말씀드립니다
38,초대광부 , 카인,2022.04.22 (23:29),"뭐가 이리 복잡해졌는지.. 어쩌다가 참
앞으로 계속 만렙 확장 되면서 아이템 전승으로 가고 또 신규 나오고 반복일텐데 어지럽기만하다..",4월 업데이트와 진행 상황에 대해 말씀드립니다
39,OFFer__ , 카인,2022.04.23 (03:59),너무 개돼지유저마냥... 바라지만말고.. 그래도 직원수 많은만큼 많이 고안하고 인싸겜되게진짜 많이노력한거같은데.. 경청하는자세좀 가지죠.. 모바일이나 pc나 간만에찾아온 황금기인거같은데... 결과와 상관없이 격려좀해줍시다 .. 수고하셨습니다 윤명진 디렉터님 근데진짜 크리쳐 개편은 아닌거같아요..,4월 업데이트와 진행 상황에 대해 말씀드립니다
40,_ㅇㅅㅇ_ , 디레지에,2022.04.23 (07:08),"띵진이 형 ""주말에 던파하느라 집안일 할 시간이 없다"" 이게 과연 칭찬이기만 할까...??? 105제 조각도 없는데 에픽 갈갈할 때마다 베릴이라도 조금씩 같이 나오게 해줘요...그래야 솔플빡센 버퍼들 익스라도 돌리는 보람이 있지.. 아 그리고 가브계약도 패키지가 아닌 계약으로 팔아'줘', 봉자 내용물 구성도 싹 갈아버리자",4월 업데이트와 진행 상황에 대해 말씀드립니다
41,유키에몽 , 카시야스,2022.04.23 (10:51),신화명성차이 씨게나는데 신화팔찌낀애들은 상태이상 팔찌 못끼는데 상의신화낀애들이 유리하네요 신화변경권좀 뿌려주셈,4월 업데이트와 진행 상황에 대해 말씀드립니다
42,라영님 , 카시야스,2022.04.23 (13:09),만렙확장 전후로 바쁘신데 고생하셨어요 앞으로는 3줄요약좀 해주세요,4월 업데이트와 진행 상황에 대해 말씀드립니다
43,둔탁한둔기 , 카시야스,2022.04.23 (16:48),에휴..,4월 업데이트와 진행 상황에 대해 말씀드립니다
44,ㅁㅏㄹㅣ아 , 카인,2022.04.23 (17:45),아니 익스랑 마스터 10배 차이나는게 말이되는거냐?,4월 업데이트와 진행 상황에 대해 말씀드립니다
45,패왕흑표 , 카인,2022.04.23 (17:48),결장 여븝 너프좀,4월 업데이트와 진행 상황에 대해 말씀드립니다
46,돈의문연산군 , 카인,2022.04.23 (19:49),누가 뭐래도 100제시즌보다 재밌어진건 팩트!. 하 시험 2주남아서 캐릭터 하루에 1개만 돌리는데 더 돌리고 싶어~,4월 업데이트와 진행 상황에 대해 말씀드립니다
47,강2정2호 , 카인,2022.04.23 (19:56),현혹의 탑 카드던전 애니메이션 끝나야 마을가기 가능한 버그좀 수정해주시고 황금큐브조각 수급처 좀 만들어주세요 그리고 워프포탈 버그도 빨리 고쳐주시고..,4월 업데이트와 진행 상황에 대해 말씀드립니다
48,折天夜叉포킨 , 프레이,2022.04.23 (20:49),이번시즌부터는 이상하게 한케릭 미션완하고 끄게되네 재미가 너무 확 줄어들엇다,4월 업데이트와 진행 상황에 대해 말씀드립니다
49,검신같은케 , 바칼,2022.04.23 (21:11),크리쳐 갈갈이 하면 접을꺼임,4월 업데이트와 진행 상황에 대해 말씀드립니다
50,이동건 , 시로코,2022.04.21 (15:47),팅긴거보상해라씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거보상해라씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거보상해라씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거보상해라씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거보상해라씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
51,Dark-Death , 안톤,2022.04.21 (15:50),뭐라고 이 ㅁㅊㅎ놈아 집안일을 못하는데 일을 잘하고 있다고 느꼈다고? 사이코패슨가? 사람임?,4월 업데이트와 진행 상황에 대해 말씀드립니다
52,이동건 , 시로코,2022.04.21 (16:10),팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
53,이동건 , 시로코,2022.04.21 (16:10),팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
54,이동건 , 시로코,2022.04.21 (16:10),팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
55,이동건 , 시로코,2022.04.21 (16:10),팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
56,이동건 , 시로코,2022.04.21 (16:10),팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
57,이동건 , 시로코,2022.04.21 (16:10),팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
58,이동건 , 시로코,2022.04.21 (16:10),팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
59,이동건 , 시로코,2022.04.21 (16:10),팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
60,이동건 , 시로코,2022.04.21 (16:10),팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
61,이동건 , 시로코,2022.04.21 (16:10),팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
62,이동건 , 시로코,2022.04.21 (16:10),팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
63,이동건 , 시로코,2022.04.21 (16:10),팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
64,이동건 , 시로코,2022.04.21 (16:10),팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
65,이동건 , 시로코,2022.04.21 (16:10),팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@팅긴거 보상해라 씨@@@@@@@@@@@@@@@@@@@@@@@@@@@@,4월 업데이트와 진행 상황에 대해 말씀드립니다
66,유라시온 , 안톤,2022.04.21 (16:13),물들어 올때 노저어라 했더니 물들어오니 물을 막아버리시네요... 목요일마다 플레이포인트 기다리면서 게임했는데 오늘 강화버그 부터 시작해서 지금 유저들 단체로 다 팅기고 저를 포함한 상급던전 돌던 유저들도 다 팅기고 그러는데 인지는 하고 계십니까??? 하트폰 보니 어떤분은 또 그러겠나 싶어서 2번째 돌더니 보스앞에서 바로 또 팅긴다던데 뭐 결계라도 쳐놓으셨어요?>,4월 업데이트와 진행 상황에 대해 말씀드립니다
67,Soul_Rangers , 프레이,2022.04.21 (16:21),팅기는것부터 서버 관리부터 어떻게 해봅시다,4월 업데이트와 진행 상황에 대해 말씀드립니다
68,해브 , 프레이,2022.04.21 (16:23),시원하게 이벤트로 찬란 엠블렘세트 쏘시죠,4월 업데이트와 진행 상황에 대해 말씀드립니다
69,응애나애기 , 안톤,2022.04.21 (16:31),인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ인파 드라이아웃 쿨타임회복이 적용안대요 ㅠㅠㅠ,4월 업데이트와 진행 상황에 대해 말씀드립니다
